huspacy_emm == emagyar,huspacy_ud,huspacy_emm,emagyar,huspacy token,emagyar token
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Nom]|,|egyéb|,|egyéb|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|elő|,|elő|
False,|None|,|None|,|[/N][Acc]|,|éleslőfegyvert|,|éleslőfegyvert|
False,|None|,|None|,|[/V][Prs.NDef.3Pl]|,|fognak|,|fognak|
False,|None|,|None|,|[/Prev]|,|le|,|le|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/V][_AdvPtcp/Adv]|,|bújva|,|bújva|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Amióta|,|Amióta|
False,|None|,|None|,|[/Num][Nom]|,|elegendő|,|elegendő|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|Mozgalom|,|Mozgalom|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/Adj][EssFor:ként]|,|fontosságúként|,|fontosságúként|
False,|None|,|None|,|[/N][Acc]|,|demotiváltságot|,|demotiváltságot|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|Mozgalom|,|Mozgalom|
False,|None|,|None|,|[/Num][_Comp/Num][Pl][Nom]|,|többek|,|többek|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|ilyen|,|ilyen|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Poss.1Pl][Nom]|,|Hazánk|,|Hazánk|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Num|Digit][Nom]|,|13.30|,|13.30|
False,|None|,|None|,|[/Adj][Nom]|,|RÉTVÁRI|,|RÉTVÁRI|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Ház|,|Ház|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Cnj]|,|minthogyha|,|minthogyha|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adv]|,|mindig|,|mindig|
False,|None|,|None|,|[/Adv|Pro]|,|azért|,|azért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Úr|,|Úr|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Det|Pro][Ine]|,|ebben|,|ebben|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahova|,|ahova|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|azért|,|azért|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/V][Prs.NDef.3Pl]|,|fognak|,|fognak|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|mindeközben|,|mindeközben|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Adj][_Comp/Adj][_Design/Adj][Dat]|,|Jobbiknak|,|Jobbiknak|
False,|None|,|None|,|[/N][Nom]|,|Gárda|,|Gárda|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Mlt-Iter/Adv]|,|sokszor|,|sokszor|
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/Det|Pro][Pl][Acc]|,|ezeket|,|ezeket|
False,|None|,|None|,|[/Num][Nom]|,|sok|,|sok|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Adv]|,|nemcsak|,|nemcsak|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Det|Pro][Pl][Dat]|,|azoknak|,|azoknak|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Post][1Sg]|,|Szerintem|,|Szerintem|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|bármilyen|,|bármilyen|
False,|None|,|None|,|[/N][Poss.3Sg][Nom]|,|aláírnáe|,|aláírnáe|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/V][Sbjv.NDef.3Sg]|,|legyen|,|legyen|
False,|None|,|None|,|[/Post][1Sg]|,|szerintem|,|szerintem|
False,|None|,|None|,|[/Supl][/Adv]|,|leginkább|,|leginkább|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|Önök|,|Önök|
False,|None|,|None|,|[/Adv]|,|politikailag|,|politikailag|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Frac/Num][Poss.3Sg][Ins]|,|kétharmadával|,|kétharmadával|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|míg|,|míg|
False,|None|,|None|,|[/N|Pro][Dat]|,|önnek|,|önnek|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|elhagyjáke|,|elhagyjáke|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|emellé|,|emellé|
False,|None|,|None|,|[/Adv|Pro|Int]|,|honnan|,|honnan|
False,|None|,|None|,|[/N|Pro|Int][Nom]|,|ki|,|ki|
False,|None|,|None|,|[/Det|Pro][Nom]|,|ez|,|ez|
False,|None|,|None|,|[/N|Pro|Rel][Pl][Del]|,|akikről|,|akikről|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Num|Pro][_Aggreg/Adv]|,|ennyien|,|ennyien|
False,|None|,|None|,|[/Adv|Pro]|,|Így|,|Így|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom]|,|Komjáthi|,|Komjáthi|
False,|None|,|None|,|[/N][Nom]|,|KOMJÁTHI|,|KOMJÁTHI|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Det|Pro][Pl][Supe]|,|azokon|,|azokon|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/N][Nom]|,|Fidesz-kormány|,|Fidesz-kormány|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Pl][Supe]|,|kinevezetteken|,|kinevezetteken|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/V][Pst.Def.3Sg]|,|lebukotte|,|lebukotte|
False,|None|,|None|,|[/N][Nom]|,|beismertee|,|beismertee|
False,|None|,|None|,|[/Num][Pl.Poss.3Sg][Acc]|,|ezreit|,|ezreit|
False,|None|,|None|,|[/Adv|Pro]|,|Eközben|,|Eközben|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/N|Pro][3Sg][Supe]|,|magán|,|magán|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|Míg|,|Míg|
False,|None|,|None|,|[/Adv|Pro]|,|addig|,|addig|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/N][Nom]|,|Orbán-kormány|,|Orbán-kormány|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/N][Nom]|,|Atyaúristen|,|Atyaúristen|
False,|None|,|None|,|[/Adv|Pro]|,|ott|,|ott|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|Önök|,|Önök|
False,|None|,|None|,|[/Adv]|,|előre|,|előre|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/N][Nom]|,|Orbán-kormány|,|Orbán-kormány|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|miközben|,|miközben|
False,|None|,|None|,|[/N][Nom]|,|Garancsi|,|Garancsi|
False,|None|,|None|,|[/V][Sbjv.NDef.2Sg]|,|Szíjj|,|Szíjj|
False,|None|,|None|,|[/N][Nom]|,|Tiborcz|,|Tiborcz|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|extrán|,|extrán|
False,|None|,|None|,|[/Num][Pl.Poss.3Sg][Acc]|,|tízezreit|,|tízezreit|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adj][Acc]|,|frankót|,|frankót|
False,|None|,|None|,|[/V][Sbjv.NDef.3Pl]|,|legyenek|,|legyenek|
False,|None|,|None|,|[/Adv]|,|gyakorlatilag|,|gyakorlatilag|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|fog|,|fog|
False,|None|,|None|,|[/Adj][Nom]|,|Miniszterelnöki|,|Miniszterelnöki|
False,|None|,|None|,|[/N][Nom]|,|Kabinetiroda|,|Kabinetiroda|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/V][Prs.Def.3Sg]|,|fogja|,|fogja|
False,|None|,|None|,|[/Adv|Pro]|,|olyannyira|,|olyannyira|
False,|None|,|None|,|[/Adv]|,|sosem|,|sosem|
False,|None|,|None|,|[/Adv|Pro]|,|annyira|,|annyira|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num|Digit][Nom]|,|13.40|,|13.40|
False,|None|,|None|,|[/N][Nom]|,|úr|,|úr|
False,|None|,|None|,|[/N][Supe]|,|Kormányinfón|,|Kormányinfón|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|semmilyen|,|semmilyen|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|ahol|,|ahol|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Cnj]|,|Hogyha|,|Hogyha|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Cnj]|,|Hogyha|,|Hogyha|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Num][_Comp/Num][Nom]|,|több|,|több|
False,|None|,|None|,|[/Adj][_Manner/Adv]|,|jól|,|jól|
False,|None|,|None|,|[/Prev]|,|fel|,|fel|
False,|None|,|None|,|[/Cnj]|,|hogyha|,|hogyha|
False,|None|,|None|,|[/Supl][/Adv]|,|leginkább|,|leginkább|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Supl][/Adv]|,|legelőször|,|legelőször|
False,|None|,|None|,|[/Adj][Nom]|,|saját|,|saját|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Cnj]|,|hogyha|,|hogyha|
False,|None|,|None|,|[/Cnj]|,|azért|,|azért|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/N|Pro][Acc]|,|mindezt|,|mindezt|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Pl.Poss.3Sg][Nom]|,|okozói|,|okozói|
False,|None|,|None|,|[/Adv|Pro]|,|így|,|így|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|Önök|,|Önök|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Supl][/Adv]|,|leginkább|,|leginkább|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|kiszolgáltatottak|,|kiszolgáltatottak|
False,|None|,|None|,|[/V]|,|volna|,|volna|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|semmilyen|,|semmilyen|
False,|None|,|None|,|[/Adv|AdjMod]|,|egész|,|egész|
False,|None|,|None|,|[/Cnj]|,|Hogyha|,|Hogyha|
False,|None|,|None|,|[/Det|Pro][Pl][Ine]|,|ezekben|,|ezekben|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Poss.3Sg][Nom]|,|okozója|,|okozója|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Cnj]|,|hogyha|,|hogyha|
False,|None|,|None|,|[/Adv|Pro|Int]|,|mikor|,|mikor|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Prs.NDef.3Sg]|,|lesz|,|lesz|
False,|None|,|None|,|[/Cnj]|,|Ezért|,|Ezért|
False,|None|,|None|,|[/Num][Nom]|,|sok|,|sok|
False,|None|,|None|,|[/N|Pro][Ine]|,|mindenben|,|mindenben|
False,|None|,|None|,|[/Det|Pro][Pl][Ine]|,|ezekben|,|ezekben|
False,|None|,|None|,|[/N][Pl.Poss.1Pl][Subl]|,|zászlainkra|,|zászlainkra|
False,|None|,|None|,|[/N][Nom][Punct]|,|Dr.|,|Dr.|
False,|None|,|None|,|[/Adj][Nom]|,|Latorcai|,|Latorcai|
False,|None|,|None|,|[/Adv|Pro]|,|Így|,|Így|
False,|None|,|None|,|[/Cnj]|,|hogyha|,|hogyha|
False,|None|,|None|,|[/Adj][Pl][Supe]|,|említetteken|,|említetteken|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num][Nom]|,|számos|,|számos|
False,|None|,|None|,|[/Adv|Pro|Int]|,|miért|,|miért|
False,|None|,|None|,|[/Det|Pro][Cau]|,|azért|,|azért|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adj][Nom]|,|Kunhalmi|,|Kunhalmi|
False,|None|,|None|,|[/N][Nom]|,|Komjáthi|,|Komjáthi|
False,|None|,|None|,|[/Num][Nom]|,|pár|,|pár|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adj][Nom]|,|Kunhalmi|,|Kunhalmi|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adj][Nom]|,|Kunhalmi|,|Kunhalmi|
False,|None|,|None|,|[/Cnj]|,|Szóval|,|Szóval|
False,|None|,|None|,|[/N|Pro][Pl][Acc]|,|önöket|,|önöket|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Pl][Nom]|,|magyarok|,|magyarok|
False,|None|,|None|,|[/N|Pro][Nom]|,|minden|,|minden|
False,|None|,|None|,|[/Num][Nom]|,|pár|,|pár|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adj][Nom]|,|Kunhalmi|,|Kunhalmi|
False,|None|,|None|,|[/N][Nom]|,|Taps|,|Taps|
False,|None|,|None|,|[/N][Nom]|,|ELNÖK|,|ELNÖK|
False,|None|,|None|,|[/N][Nom]|,|Momentum|,|Momentum|
False,|None|,|None|,|[/N][Nom]|,|Momentum|,|Momentum|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/Adj][Nom]|,|Fürjes|,|Fürjes|
False,|None|,|None|,|[/N][Nom]|,|Miniszterelnökség|,|Miniszterelnökség|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adj][Nom]|,|Rétvári|,|Rétvári|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adv]|,|sajnos|,|sajnos|
False,|None|,|None|,|[/Prev]|,|be|,|be|
False,|None|,|None|,|[/Det|Pro][Acc]|,|ezt|,|ezt|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/N|Pro][Supe][1Sg]|,|rajtam|,|rajtam|
False,|None|,|None|,|[/V][Prs.NDef.3Pl]|,|fognak|,|fognak|
False,|None|,|None|,|[/V][Prs.NDef.3Pl]|,|fognak|,|fognak|
False,|None|,|None|,|[/Cnj]|,|hogyha|,|hogyha|
False,|None|,|None|,|[/Adv|Pro]|,|úgy|,|úgy|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Cnj]|,|azért|,|azért|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Cnj]|,|Szóval|,|Szóval|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adv]|,|elvileg|,|elvileg|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|olyan|,|olyan|
False,|None|,|None|,|[/Det|Pro][Supe]|,|Ezen|,|Ezen|
False,|None|,|None|,|[/N][Ine]|,|Országgyűlésben|,|Országgyűlésben|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|egyik|,|egyik|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adj][Pl][Dat]|,|hegyvidékieknek|,|hegyvidékieknek|
False,|None|,|None|,|[/Adj][Pl][Dat]|,|bel-budaiaknak|,|bel-budaiaknak|
False,|None|,|None|,|[/N|Pro][Ela][3Sg]|,|belőle|,|belőle|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/Adv|Pro]|,|ezáltal|,|ezáltal|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hogyan|,|hogyan|
False,|None|,|None|,|[/N][Nom]|,|Hegyvidék|,|Hegyvidék|
False,|None|,|None|,|[/Adj][Nom]|,|Tisztelt|,|Tisztelt|
False,|None|,|None|,|[/N][Nom]|,|Országgyűlés|,|Országgyűlés|
False,|None|,|None|,|[/Cnj]|,|Hogyha|,|Hogyha|
False,|None|,|None|,|[/Adv|Pro]|,|akkor|,|akkor|
False,|None|,|None|,|[/Adv|Pro]|,|bármennyire|,|bármennyire|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/V][Pst.NDef.3Sg]|,|volt|,|volt|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/N|Pro][Acc]|,|mindezt|,|mindezt|
False,|None|,|None|,|[/N][Nom][Hyph:Hyph]|,|CT-|,|CT-|
False,|None|,|None|,|[/Adv]|,|többet|,|többet|
False,|None|,|None|,|[/N|Pro][Pl][Nom]|,|önök|,|önök|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Num|Digit][Ine]|,|2018-ban|,|2018-ban|
False,|None|,|None|,|[/N][Nom]|,|Kórház|,|Kórház|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
False,|None|,|None|,|[/Adj][Nom]|,|Fürjes|,|Fürjes|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N][Nom]|,|Kórház|,|Kórház|
False,|None|,|None|,|[/Adv|Pro]|,|Itt|,|Itt|
False,|None|,|None|,|[/Num][Subl]|,|sokra|,|sokra|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amikor|,|amikor|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hol|,|hol|
False,|None|,|None|,|[/V][Cond.NDef.3Sg]|,|lenne|,|lenne|
False,|None|,|None|,|[/N][Nom]|,|Kórház|,|Kórház|
False,|None|,|None|,|[/Adv|Pro]|,|ezért|,|ezért|
False,|None|,|None|,|[/Adv|Pro|Int]|,|meddig|,|meddig|
False,|None|,|None|,|[/Adv|Pro|Rel]|,|amíg|,|amíg|
False,|None|,|None|,|[/Adv|Pro|Int]|,|hol|,|hol|
False,|None|,|None|,|[/Adv]|,|ugye|,|ugye|
False,|None|,|None|,|[/Adv]|,|ugye|,|ugye|
False,|None|,|None|,|[/Adv|Pro]|,|itt|,|itt|
False,|None|,|None|,|[/Adj|Pro][Nom]|,|másik|,|másik|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/N|Pro][Nom]|,|más|,|más|
False,|None|,|None|,|[/Adv]|,|is|,|is|
False,|None|,|None|,|[/Prev]|,|ki|,|ki|
