huspacy == emagyar,huspacy,emagyar
True,|amikor|,|amikor|
True,|a|,|a|
True,|magyar|,|magyar|
True,|társadalom|,|társadalom|
True,|egyértelműen|,|egyértelműen|
True,"|,|","|,|"
True,|meghatározóan|,|meghatározóan|
True,|és|,|és|
True,|évtizedekre|,|évtizedekre|
True,|szólóan|,|szólóan|
True,|bebetonozottan|,|bebetonozottan|
True,|a|,|a|
True,|munkanélküliségtől|,|munkanélküliségtől|
True,"|,|","|,|"
True,|a|,|a|
True,|létbiztonságának|,|létbiztonságának|
True,|elvesztésétől|,|elvesztésétől|
True,|félt|,|félt|
True,"|,|","|,|"
True,|ezért|,|ezért|
True,|számunkra|,|számunkra|
True,"|,|","|,|"
True,|a|,|a|
True,|polgári|,|polgári|
True,|kormány|,|kormány|
True,"|,|","|,|"
True,|a|,|a|
False,|kereszténydemokrata-Fidesz-kormány|,|kereszténydemokrata|
emagyar,,|-|
emagyar,,|Fidesz|
emagyar,,|-|
emagyar,,|kormány|
True,|számára|,|számára|
True,|az|,|az|
True,|első|,|első|
True,|pillanattól|,|pillanattól|
True,|meghatározó|,|meghatározó|
True,|volt|,|volt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|mindazokat|,|mindazokat|
True,|a|,|a|
True,|munkahelyeket|,|munkahelyeket|
True,|és|,|és|
True,|munkaadókat|,|munkaadókat|
True,"|,|","|,|"
True,|amelyeket|,|amelyeket|
True,|korábban|,|korábban|
True,|a|,|a|
True,|baloldali|,|baloldali|
True,|kormányok|,|kormányok|
True,|különböző|,|különböző|
True,|privatizációs|,|privatizációs|
True,|hullámokban|,|hullámokban|
True,|értékesítettek|,|értékesítettek|
True,|túlnyomórészt|,|túlnyomórészt|
True,|külföldi|,|külföldi|
True,|kézbe|,|kézbe|
True,"|,|","|,|"
True,|ezeket|,|ezeket|
True,|visszaszerezzük|,|visszaszerezzük|
True,"|,|","|,|"
True,|részben|,|részben|
True,|azért|,|azért|
True,"|,|","|,|"
True,|mert|,|mert|
True,|ezek|,|ezek|
True,|a|,|a|
True,|magyar|,|magyar|
True,|gazdaság|,|gazdaság|
True,|számára|,|számára|
True,|stratégiailag|,|stratégiailag|
True,|meghatározók|,|meghatározók|
True,"|,|","|,|"
True,|nem|,|nem|
True,|egy|,|egy|
True,|esetben|,|esetben|
True,|monopolhelyzetben|,|monopolhelyzetben|
True,|lévő|,|lévő|
True,|vállalatok|,|vállalatok|
True,|voltak|,|voltak|
True,"|,|","|,|"
True,|másrészt|,|másrészt|
True,|azért|,|azért|
True,|is|,|is|
True,"|,|","|,|"
True,|mert|,|mert|
True,|ezzel|,|ezzel|
True,|lehetett|,|lehetett|
True,|a|,|a|
True,|magyar|,|magyar|
True,|társadalom|,|társadalom|
True,"|,|","|,|"
True,|a|,|a|
True,|magyar|,|magyar|
True,|emberek|,|emberek|
True,|létbiztonságát|,|létbiztonságát|
True,|helyreállítani|,|helyreállítani|
True,"|,|","|,|"
True,|és|,|és|
True,|elérni|,|elérni|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|12|,|12|
True,|évvel|,|évvel|
True,|ezelőtti|,|ezelőtti|
True,"|,|","|,|"
True,|10|,|10|
True,|százalékot|,|százalékot|
True,|jóval|,|jóval|
True,|meghaladó|,|meghaladó|
True,|munkanélküliség|,|munkanélküliség|
True,|ma|,|ma|
True,|4|,|4|
True,|százalék|,|százalék|
True,|alatt|,|alatt|
True,|van|,|van|
True,|.|,|.|
True,|Igen|,|Igen|
True,"|,|","|,|"
True,|ebben|,|ebben|
True,|benne|,|benne|
True,|vannak|,|vannak|
True,|a|,|a|
True,|multinacionális|,|multinacionális|
True,|nagyvállalatok|,|nagyvállalatok|
True,|is|,|is|
True,"|,|","|,|"
True,|benne|,|benne|
True,|vannak|,|vannak|
True,|a|,|a|
True,|nyugati|,|nyugati|
True,|és|,|és|
True,|ezek|,|ezek|
True,|között|,|között|
True,|német|,|német|
True,|vállalatok|,|vállalatok|
True,"|,|","|,|"
True,|amelyek|,|amelyek|
True,|Magyarországon|,|Magyarországon|
True,|beruháztak|,|beruháztak|
True,"|,|","|,|"
True,|munkahelyeket|,|munkahelyeket|
True,|létesítettek|,|létesítettek|
True,|.|,|.|
True,|Zárójel|,|Zárójel|
True,|:|,|:|
True,|munkahelyek|,|munkahelyek|
True,|mellett|,|mellett|
True,|hoztak|,|hoztak|
True,|technikát|,|technikát|
True,"|,|","|,|"
True,|technológiát|,|technológiát|
True,"|,|","|,|"
True,|kereskedelmi|,|kereskedelmi|
True,|kapcsolatokat|,|kapcsolatokat|
True,"|,|","|,|"
True,|hoztak|,|hoztak|
True,|exportteljesítményt|,|exportteljesítményt|
True,"|,|","|,|"
True,|exportlehetőséget|,|exportlehetőséget|
True,|.|,|.|
True,|Nagyon|,|Nagyon|
True,|jelentősnek|,|jelentősnek|
True,|tartom|,|tartom|
True,|azt|,|azt|
True,"|,|","|,|"
True,|és|,|és|
True,|ez|,|ez|
True,|a|,|a|
True,|mai|,|mai|
True,|helyzetben|,|helyzetben|
True,|napjainknak|,|napjainknak|
True,|is|,|is|
True,|az|,|az|
True,|egyik|,|egyik|
True,|alapkérdése|,|alapkérdése|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|mindazokat|,|mindazokat|
True,|a|,|a|
True,|stratégiai|,|stratégiai|
True,|elemeket|,|elemeket|
True,"|,|","|,|"
True,|legyenek|,|legyenek|
True,|azok|,|azok|
True,|az|,|az|
True,|energiatermelésre|,|energiatermelésre|
True,"|,|","|,|"
True,|energiatárolásra|,|energiatárolásra|
True,"|,|","|,|"
True,|energiaelosztásra|,|energiaelosztásra|
True,|alkalmas|,|alkalmas|
True,|létesítmények|,|létesítmények|
True,|és|,|és|
True,|cégek|,|cégek|
True,"|,|","|,|"
True,|a|,|a|
True,|magyar|,|magyar|
True,|állam|,|állam|
True,|visszavásárolta|,|visszavásárolta|
True,|.|,|.|
True,|(|,|(|
True,|13.10|,|13.10|
True,|)|,|)|
True,|Visszavásároltuk|,|Visszavásároltuk|
True,|vagy|,|vagy|
True,|magyar|,|magyar|
True,|kézben|,|kézben|
True,|tartottuk|,|tartottuk|
True,|azokat|,|azokat|
True,|a|,|a|
True,|cégeket|,|cégeket|
True,|is|,|is|
True,"|,|","|,|"
True,|amelyek|,|amelyek|
True,|a|,|a|
True,|magyar|,|magyar|
True,|gazdaság|,|gazdaság|
True,|számára|,|számára|
True,|létfontosságúak|,|létfontosságúak|
True,|.|,|.|
True,|A|,|A|
True,|jelenlegi|,|jelenlegi|
True,|helyzet|,|helyzet|
True,|mondatja|,|mondatja|
True,|és|,|és|
True,|teteti|,|teteti|
True,|velünk|,|velünk|
True,|azt|,|azt|
True,|is|,|is|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ebben|,|ebben|
True,|a|,|a|
True,|jelenlegi|,|jelenlegi|
True,|háborús|,|háborús|
True,|gazdasági|,|gazdasági|
True,|helyzetben|,|helyzetben|
True,|mindent|,|mindent|
True,|megtegyünk|,|megtegyünk|
True,|annak|,|annak|
True,|érdekében|,|érdekében|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ne|,|ne|
True,|a|,|a|
True,|magyar|,|magyar|
True,|családok|,|családok|
True,|fizessék|,|fizessék|
True,|meg|,|meg|
True,|a|,|a|
True,|háborút|,|háborút|
True,|árát|,|árát|
True,"|,|","|,|"
True,|hanem|,|hanem|
True,|a|,|a|
True,|multik|,|multik|
True,|fizessék|,|fizessék|
True,|meg|,|meg|
True,|a|,|a|
True,|megnövekedett|,|megnövekedett|
True,|költségeket|,|költségeket|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|vezettük|,|vezettük|
True,|be|,|be|
True,|a|,|a|
True,|négy|,|négy|
True,|árstop|,|árstop|
True,|politikáját|,|politikáját|
True,"|,|","|,|"
True,|az|,|az|
True,|üzemanyag-|,|üzemanyag-|
True,"|,|","|,|"
True,|a|,|a|
True,|rezsi-|,|rezsi-|
True,"|,|","|,|"
True,|az|,|az|
True,|élelmiszer-|,|élelmiszer-|
True,|és|,|és|
True,|a|,|a|
True,|kamatstop|,|kamatstop|
True,|rendszerét|,|rendszerét|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|úgy|,|úgy|
True,|gondolom|,|gondolom|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|nem|,|nem|
True,|megalapozottak|,|megalapozottak|
True,|az|,|az|
True,|ön|,|ön|
True,|által|,|által|
True,|elmondottak|,|elmondottak|
True,|.|,|.|
True,|Ön|,|Ön|
True,|külön|,|külön|
True,|volt|,|volt|
True,|kedves|,|kedves|
True,|foglalkozni|,|foglalkozni|
True,|a|,|a|
True,|globális|,|globális|
True,|minimumadó|,|minimumadó|
True,|kérdésével|,|kérdésével|
True,|.|,|.|
True,|Azt|,|Azt|
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|napokban|,|napokban|
True,|is|,|is|
True,|láttuk|,|láttuk|
True,"|,|","|,|"
True,|hallottuk|,|hallottuk|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|baloldal|,|baloldal|
True,|rácsatlakozott|,|rácsatlakozott|
True,|a|,|a|
True,|globális|,|globális|
True,|minimumadóról|,|minimumadóról|
True,|szóló|,|szóló|
True,|nemzetközi|,|nemzetközi|
True,|kampányra|,|kampányra|
True,|.|,|.|
True,|Ebből|,|Ebből|
True,|legalább|,|legalább|
True,|két|,|két|
True,|dolog|,|dolog|
True,|következik|,|következik|
True,|számunkra|,|számunkra|
True,|:|,|:|
True,|az|,|az|
True,|egyik|,|egyik|
True,|az|,|az|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|megint|,|megint|
True,|fontos|,|fontos|
True,|jogköröket|,|jogköröket|
True,|vennének|,|vennének|
True,|ki|,|ki|
True,|a|,|a|
True,|nemzeti|,|nemzeti|
True,|kormány|,|kormány|
True,|kezéből|,|kezéből|
True,|;|,|;|
True,|a|,|a|
True,|másik|,|másik|
True,|az|,|az|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|állandóan|,|állandóan|
True,|adóemelésen|,|adóemelésen|
True,|törik|,|törik|
True,|a|,|a|
True,|fejüket|,|fejüket|
True,|.|,|.|
True,|Ennél|,|Ennél|
True,|a|,|a|
True,|javaslatnál|,|javaslatnál|
True,|nem|,|nem|
True,|arról|,|arról|
True,|van|,|van|
True,|szó|,|szó|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|elmúlt|,|elmúlt|
True,|hónapokban|,|hónapokban|
True,|felgyülemlett|,|felgyülemlett|
True,|extraprofitra|,|extraprofitra|
True,|tennének|,|tennének|
True,|adót|,|adót|
True,"|,|","|,|"
True,|hanem|,|hanem|
True,|arról|,|arról|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|hosszú|,|hosszú|
True,|távon|,|távon|
True,|tartósan|,|tartósan|
True,|megemelnék|,|megemelnék|
True,|a|,|a|
True,|vállalkozások|,|vállalkozások|
True,|adóterheit|,|adóterheit|
True,"|,|","|,|"
True,|annak|,|annak|
True,|minden|,|minden|
True,|következményével|,|következményével|
True,|együtt|,|együtt|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|nem|,|nem|
True,|támogatjuk|,|támogatjuk|
True,|a|,|a|
True,|globális|,|globális|
True,|minimumadót|,|minimumadót|
True,|.|,|.|
True,|(|,|(|
True,|Kunhalmi|,|Kunhalmi|
True,|Ágnes|,|Ágnes|
True,|:|,|:|
True,|Brüsszelből|,|Brüsszelből|
True,|várják|,|várják|
True,|a|,|a|
True,|pedagógusbéreket|,|pedagógusbéreket|
True,|…|,|…|
True,|Az|,|Az|
True,|elnök|,|elnök|
True,|Kunhalmi|,|Kunhalmi|
True,|Ágnes|,|Ágnes|
True,|felé|,|felé|
False,|jelez|,|jelez.|
huspacy,|.|,
True,|)|,|)|
True,|Köszönöm|,|Köszönöm|
True,|szépen|,|szépen|
True,|.|,|.|
True,|Kunhalmi|,|Kunhalmi|
True,|képviselő|,|képviselő|
True,|asszony|,|asszony|
True,"|,|","|,|"
True,|köszönöm|,|köszönöm|
True,|szépen|,|szépen|
True,|.|,|.|
True,|(|,|(|
True,|Kunhalmi|,|Kunhalmi|
True,|Ágnes|,|Ágnes|
True,|:|,|:|
True,|Szívesen|,|Szívesen|
True,|!|,|!|
True,|)|,|)|
True,|A|,|A|
True,|bevezetése|,|bevezetése|
True,|azt|,|azt|
True,|jelentené|,|jelentené|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|meg|,|meg|
True,|kellene|,|kellene|
True,|dupláznunk|,|dupláznunk|
True,|a|,|a|
True,|vállalkozások|,|vállalkozások|
True,|adóterheit|,|adóterheit|
True,"|,|","|,|"
True,|ami|,|ami|
True,|most|,|most|
True,|átlagosan|,|átlagosan|
True,"|7,5|","|7,5|"
True,|százalékot|,|százalékot|
True,|jelent|,|jelent|
True,|.|,|.|
True,|Végiggondoltáke|,|Végiggondoltáke|
True,|önök|,|önök|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|hogyan|,|hogyan|
True,|befolyásolná|,|befolyásolná|
True,|a|,|a|
True,|hazánkba|,|hazánkba|
True,|érkező|,|érkező|
True,|befektetéseket|,|befektetéseket|
True,"|,|","|,|"
True,|ha|,|ha|
True,|duplájára|,|duplájára|
True,|nőne|,|nőne|
True,|a|,|a|
True,|vállalati|,|vállalati|
True,|adószint|,|adószint|
True,|Magyarországon|,|Magyarországon|
True,|?|,|?|
True,|Kérdezem|,|Kérdezem|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|végezteke|,|végezteke|
True,|ezzel|,|ezzel|
True,|kapcsolatban|,|kapcsolatban|
True,|számításokat|,|számításokat|
True,|.|,|.|
True,|Végiggondoltáke|,|Végiggondoltáke|
True,|önök|,|önök|
True,|azt|,|azt|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|EU|,|EU|
True,|bevezetné|,|bevezetné|
True,|ezt|,|ezt|
True,|az|,|az|
True,|adót|,|adót|
True,"|,|","|,|"
True,|a|,|a|
True,|világ|,|világ|
True,|más|,|más|
True,|gazdaságilag|,|gazdaságilag|
True,|erős|,|erős|
True,|térségei|,|térségei|
True,|pedig|,|pedig|
True,|nem|,|nem|
True,|?|,|?|
True,|Végiggondoltáke|,|Végiggondoltáke|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ez|,|ez|
True,|a|,|a|
True,|javaslat|,|javaslat|
True,|kedvező|,|kedvező|
True,|lehet|,|lehet|
True,|a|,|a|
True,|magas|,|magas|
True,|adószintű|,|adószintű|
True,|országoknak|,|országoknak|
True,"|,|","|,|"
True,|ami|,|ami|
True,|Magyarország|,|Magyarország|
True,|versenyelőnyét|,|versenyelőnyét|
True,|csökkentené|,|csökkentené|
True,|?|,|?|
True,|Tisztelt|,|Tisztelt|
True,|Képviselő|,|Képviselő|
True,|Úr|,|Úr|
True,|!|,|!|
True,|Megint|,|Megint|
True,|az|,|az|
True,|a|,|a|
True,|gyanúm|,|gyanúm|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|külföldi|,|külföldi|
True,|elvárásokhoz|,|elvárásokhoz|
True,|igazítják|,|igazítják|
True,|a|,|a|
True,|politikájukat|,|politikájukat|
True,"|,|","|,|"
True,|kerül|,|kerül|
True,"|,|","|,|"
True,|amibe|,|amibe|
True,|kerül|,|kerül|
True,|az|,|az|
True,|a|,|a|
True,|magyar|,|magyar|
True,|állampolgároknak|,|állampolgároknak|
True,|.|,|.|
True,|(|,|(|
True,|Ungár|,|Ungár|
True,|Péter|,|Péter|
False,|közbeszól|,|közbeszól.|
huspacy,|.|,
True,|)|,|)|
True,|Kérem|,|Kérem|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|különösen|,|különösen|
True,|most|,|most|
True,"|,|","|,|"
True,|a|,|a|
True,|háború|,|háború|
True,|árnyékában|,|árnyékában|
True,|ne|,|ne|
True,|ezen|,|ezen|
True,|törjék|,|törjék|
True,|a|,|a|
True,|fejüket|,|fejüket|
True,|.|,|.|
True,|Köszönöm|,|Köszönöm|
True,"|,|","|,|"
True,|elnök|,|elnök|
True,|úr|,|úr|
True,|.|,|.|
True,|(|,|(|
True,|Taps|,|Taps|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
False,|padsoraiból|,|padsoraiból.|
huspacy,|.|,
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Most|,|Most|
True,|Tordai|,|Tordai|
True,|Bencének|,|Bencének|
True,|adom|,|adom|
True,|meg|,|meg|
True,|a|,|a|
True,|szót|,|szót|
True,"|,|","|,|"
True,|parancsoljon|,|parancsoljon|
True,|!|,|!|
True,|TORDAI|,|TORDAI|
True,|BENCE|,|BENCE|
True,|(|,|(|
True,|Párbeszéd|,|Párbeszéd|
True,|):|,|):|
True,|(|,|(|
True,|A|,|A|
True,|mikrofonja|,|mikrofonja|
True,|nem|,|nem|
False,|szól|,|szól.|
huspacy,|.|,
True,|)|,|)|
True,|Köszönöm|,|Köszönöm|
True,|a|,|a|
True,|szót|,|szót|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Kedves|,|Kedves|
True,|Polgártársak|,|Polgártársak|
True,|!|,|!|
True,|Engedjék|,|Engedjék|
True,|meg|,|meg|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|külön|,|külön|
True,|köszöntsem|,|köszöntsem|
True,|török|,|török|
True,|vendégeinket|,|vendégeinket|
True,|Finike|,|Finike|
True,|városából|,|városából|
True,|.|,|.|
True,|Tegnap|,|Tegnap|
True,|volt|,|volt|
True,|apák|,|apák|
True,|napja|,|napja|
True,"|,|","|,|"
True,|és|,|és|
True,|úgy|,|úgy|
True,|tűnik|,|tűnik|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|ez|,|ez|
True,|az|,|az|
True,|ünnep|,|ünnep|
True,|pártokon|,|pártokon|
True,|és|,|és|
True,|politikai|,|politikai|
True,|oldalakon|,|oldalakon|
True,|átívelő|,|átívelő|
True,|támogatást|,|támogatást|
True,|élvez|,|élvez|
True,"|,|","|,|"
True,|hiszen|,|hiszen|
True,|nemcsak|,|nemcsak|
True,|…|,|…|
True,|(|,|(|
True,|Közbeszólások|,|Közbeszólások|
True,|az|,|az|
True,|ellenzéki|,|ellenzéki|
True,|pártok|,|pártok|
True,|padsoraiból|,|padsoraiból|
True,"|,|","|,|"
True,|köztük|,|köztük|
True,|:|,|:|
True,|Nincs|,|Nincs|
True,|hang|,|hang|
True,|!|,|!|
True,|Közbeszólások|,|Közbeszólások|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
True,|padsoraiból|,|padsoraiból|
True,"|,|","|,|"
True,|köztük|,|köztük|
True,|:|,|:|
True,|Nem|,|Nem|
True,|baj|,|baj|
True,|!|,|!|
True,|Jó|,|Jó|
True,|így|,|így|
True,|!|,|!|
True,|Jó|,|Jó|
True,|lesz|,|lesz|
True,|így|,|így|
True,|is|,|is|
True,|!|,|!|
True,|)|,|)|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|A|,|A|
True,|sajátját|,|sajátját|
True,|tette|,|tette|
True,|föl|,|föl|
True,"|,|","|,|"
True,|valami|,|valami|
True,|baj|,|baj|
True,|van|,|van|
True,|.|,|.|
True,|(|,|(|
True,|Tordai|,|Tordai|
True,|Bence|,|Bence|
True,|elé|,|elé|
True,|hordozható|,|hordozható|
True,|mikrofont|,|mikrofont|
False,|helyeznek|,|helyeznek.|
huspacy,|.|,
True,|)|,|)|
True,|TORDAI|,|TORDAI|
True,|BENCE|,|BENCE|
True,|(|,|(|
True,|Párbeszéd|,|Párbeszéd|
True,|):|,|):|
True,|Akkor|,|Akkor|
True,|kérném|,|kérném|
True,|az|,|az|
True,|óra|,|óra|
True,|visszaállítását|,|visszaállítását|
True,|.|,|.|
True,|ELNÖK|,|ELNÖK|
True,|:|,|:|
True,|Legyenek|,|Legyenek|
True,|szívesek|,|szívesek|
True,"|,|","|,|"
True,|kezdjük|,|kezdjük|
True,|elölről|,|elölről|
True,|!|,|!|
True,|TORDAI|,|TORDAI|
True,|BENCE|,|BENCE|
True,|(|,|(|
True,|Párbeszéd|,|Párbeszéd|
True,|):|,|):|
True,|Köszönöm|,|Köszönöm|
True,"|,|","|,|"
True,|elnök|,|elnök|
True,|úr|,|úr|
True,|.|,|.|
True,|Tisztelt|,|Tisztelt|
True,|Országgyűlés|,|Országgyűlés|
True,|!|,|!|
True,|Kedves|,|Kedves|
True,|Polgártársak|,|Polgártársak|
True,|!|,|!|
True,|Szeretettel|,|Szeretettel|
True,|köszöntöm|,|köszöntöm|
True,|Finike|,|Finike|
True,|városának|,|városának|
True,|képviselőit|,|képviselőit|
True,"|,|","|,|"
True,|Budapest|,|Budapest|
True,|II.|,|II.|
True,|kerületének|,|kerületének|
True,|török|,|török|
True,|testvérvárosából|,|testvérvárosából|
True,|.|,|.|
True,|Tehát|,|Tehát|
True,|tegnap|,|tegnap|
True,|volt|,|volt|
True,|apák|,|apák|
True,|napja|,|napja|
True,"|,|","|,|"
True,|amely|,|amely|
True,"|,|","|,|"
True,|úgy|,|úgy|
True,|látszik|,|látszik|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|egy|,|egy|
True,|pártokon|,|pártokon|
True,|és|,|és|
True,|politikai|,|politikai|
True,|oldalakon|,|oldalakon|
True,|átívelő|,|átívelő|
True,|ünneppé|,|ünneppé|
True,|nőtte|,|nőtte|
True,|ki|,|ki|
True,|magát|,|magát|
True,|.|,|.|
True,|Ezt|,|Ezt|
True,|bizonyítja|,|bizonyítja|
True,|legalábbis|,|legalábbis|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|az|,|az|
True,|ellenzéki|,|ellenzéki|
True,|oldal|,|oldal|
True,|és|,|és|
True,|a|,|a|
True,|kormányoldal|,|kormányoldal|
True,|legmagasabb|,|legmagasabb|
True,|szintű|,|szintű|
True,|közjogi|,|közjogi|
True,|méltóságai|,|méltóságai|
True,|is|,|is|
True,|megemlékeztek|,|megemlékeztek|
True,|róla|,|róla|
True,"|,|","|,|"
True,|jelesül|,|jelesül|
True,|Karácsony|,|Karácsony|
True,|Gergely|,|Gergely|
True,|főpolgármester|,|főpolgármester|
True,|(|,|(|
True,|Derültség|,|Derültség|
True,|a|,|a|
True,|kormánypártok|,|kormánypártok|
False,|padsoraiból|,|padsoraiból.|
huspacy,|.|,
True,|)|,|)|
True,"|,|","|,|"
True,|illetve|,|illetve|
True,|Novák|,|Novák|
True,|Katalin|,|Katalin|
True,|államfő|,|államfő|
True,|.|,|.|
True,|Úgy|,|Úgy|
True,|látszik|,|látszik|
True,|tehát|,|tehát|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|mindannyian|,|mindannyian|
True,|fontosnak|,|fontosnak|
True,|tartjuk|,|tartjuk|
True,|azt|,|azt|
True,|a|,|a|
True,|gondolatot|,|gondolatot|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|a|,|a|
True,|férfiakat|,|férfiakat|
True,|mint|,|mint|
True,|apákat|,|apákat|
True,|kell|,|kell|
True,|elismerni|,|elismerni|
True,"|,|","|,|"
True,|és|,|és|
True,|támogatni|,|támogatni|
True,|őket|,|őket|
True,|abban|,|abban|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|nagyobb|,|nagyobb|
True,|szerepet|,|szerepet|
True,|vállaljanak|,|vállaljanak|
True,|a|,|a|
True,|gyermeknevelésben|,|gyermeknevelésben|
True,"|,|","|,|"
True,|a|,|a|
True,|család|,|család|
True,|körüli|,|körüli|
True,|feladatokban|,|feladatokban|
True,"|,|","|,|"
True,|a|,|a|
True,|reproduktív|,|reproduktív|
True,|munkában|,|munkában|
True,|.|,|.|
True,|Ezért|,|Ezért|
True,|is|,|is|
True,|örvendetes|,|örvendetes|
True,"|,|","|,|"
True,|hogy|,|hogy|
True,|2019-ben|,|2019-ben|
True,|az|,|az|
True,|Európai|,|Európai|
True,|Parlament|,|Parlament|
True,|elfogadta|,|elfogadta|
True,|a|,|a|
True,|munka|,|munka|
True,|és|,|és|
True,|a|,|a|
True,|magánélet|,|magánélet|
True,|egyensúlyáról|,|egyensúlyáról|
True,|szóló|,|szóló|
True,|irányelvet|,|irányelvet|
True,"|,|","|,|"
True,|amely|,|amely|
True,|egyebek|,|egyebek|
